year,last_name, first_name,pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2022,Hudson, Dakota,641712,Cardinals,STL,R,80.5,305,2253,13.90740741,0.135375055,CUKC,Curveball,46.9,-52.8,-5.9,-11,7.4,7.7,-0.3,-4,0.089361702,0.489361702
2022,Phelps, David,475479,Blue Jays,TOR,R,81.7,304,1151,7.104938272,0.264118158,CUKC,Curveball,48.4,-50.3,-1.9,-4,3.4,5.6,-2.2,-39,0.306382979,0.259574468
2022,Kershaw, Clayton,477132,Dodgers,LAD,L,73.2,301,1842,11.37037037,0.163409338,CUKC,Curveball,66.9,-65,1.8,3,4.9,11,-6.1,-55,0.663829787,0.038297872
2022,Blackburn, Paul,621112,Athletics,OAK,R,78.8,301,1762,10.87654321,0.170828604,CUKC,Curveball,61.1,-54.2,6.9,13,8.4,9,-0.6,-7,0.965957447,0.442553191
2022,Nance, Tommy,667297,Marlins,MIA,R,85.3,295,751,4.635802469,0.392809587,CUKC,Curveball,49.4,-46.3,3.1,7,11.5,5.4,6.2,115,0.774468085,0.970212766
2022,Pallante, Andre,669467,Cardinals,STL,R,76.5,294,1753,10.82098765,0.167712493,CUKC,Curveball,65.1,-57.4,7.7,13,9,10.4,-1.4,-13,0.987234043,0.353191489
2022,White, Mitch,669952,Blue Jays,TOR,R,80.2,293,1715,10.58641975,0.170845481,CUKC,Curveball,57.2,-52.9,4.2,8,5.2,7.9,-2.6,-34,0.846808511,0.208510638
2022,Sanchez, Aaron,592717,Twins,MIN,R,79.1,285,1006,6.209876543,0.283300199,CUKC,Curveball,54.6,-53.1,1.5,3,12.8,10,2.8,28,0.642553191,0.812765957
2022,Karinchak, James,675916,Guardians,CLE,R,82.9,283,704,4.345679012,0.401988636,CUKC,Curveball,48.3,-50.5,-2.2,-4,1.7,5.2,-6.9,-132,0.263829787,0.021276596
2022,Robertson, David,502085,Phillies,PHI,R,84.7,283,1060,6.543209877,0.266981132,CUKC,Curveball,49.5,-46.1,3.5,8,7.3,6.6,0.7,10,0.8,0.638297872
2022,Wheeler, Zack,554430,Phillies,PHI,R,81.3,281,2358,14.55555556,0.119168787,CUKC,Curveball,51.7,-51,0.7,1,9.2,9.3,-0.1,-1,0.536170213,0.523404255
2022,García, Rony,665621,Tigers,DET,R,80.3,280,885,5.462962963,0.316384181,CUKC,Curveball,42.2,-49.3,-7.2,-15,7.9,11.1,-3.2,-29,0.059574468,0.157446809
2022,Kaprielian, James,621076,Athletics,OAK,R,79.3,279,2230,13.7654321,0.125112108,CUKC,Curveball,51.9,-54.2,-2.3,-4,7.3,7.9,-0.6,-8,0.255319149,0.442553191
2022,Kirby, George,669923,Mariners,SEA,R,80.8,278,2092,12.91358025,0.132887189,CUKC,Curveball,53.6,-51.1,2.6,5,9.9,8.9,1,11,0.727659574,0.676595745
2022,Adon, Joan,672851,Nationals,WSH,R,79.7,277,1204,7.432098765,0.230066445,CUKC,Curveball,53.5,-53.3,0.2,0,7.8,8.3,-0.5,-7,0.485106383,0.455319149
2022,Martin, Brett,656685,Rangers,TEX,L,82.8,274,750,4.62962963,0.365333333,CUKC,Curveball,47.9,-50,-2.1,-4,1.9,6.1,-4.1,-68,0.276595745,0.10212766
2022,Kuhl, Chad,641771,Rockies,COL,R,79.5,273,2375,14.66049383,0.114947368,CUKC,Curveball,54.6,-52.5,2,4,12.3,9.9,2.4,25,0.689361702,0.782978723
2022,Martinez, Nick,607259,Padres,SD,R,81.7,273,1720,10.61728395,0.15872093,CUKC,Curveball,58.4,-51,7.4,15,2.4,7.6,-5.2,-68,0.978723404,0.072340426
2022,Stephens, Jackson,623451,Braves,ATL,R,76.8,272,944,5.827160494,0.288135593,CUKC,Curveball,57.8,-57.6,0.2,0,16,8.8,7.2,82,0.485106383,0.987234043
2022,Danish, Tyler,641501,Red Sox,BOS,R,80.9,270,664,4.098765432,0.406626506,CUKC,Curveball,37.6,-42.6,-5,-12,11.4,9.5,2,21,0.123404255,0.74893617
