year,last_name, first_name,pitcher_id,team_name,team_name_abbrev,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitches_per_game,pitch_per,pitch_type,pitch_type_name,pitcher_break_z,league_break_z,diff_z,rise,pitcher_break_x,league_break_x,diff_x,tail,percent_rank_diff_z,percent_rank_diff_x
2022,Díaz, Edwin O,621242,Mets,NYM,R,90.8,533,928,5.728395062,0.574353448,SL,Slider,28.8,-28.8,0,0,1.5,2.6,-1.1,-43,0.482093664,0.391184573
2022,Castillo, Diego,650895,Mariners,SEA,R,88.4,530,843,5.203703704,0.628706999,SL,Slider,28.8,-32,-3.2,-10,0.2,3.1,-2.9,-93,0.134986226,0.20661157
2022,Barría, Jaime,642545,Angels,LAA,R,85.3,528,1123,6.932098765,0.47016919,SL,Slider,32,-35.7,-3.7,-10,4,5,-1,-20,0.107438017,0.402203857
2022,Castillo, Luis,622491,Mariners,SEA,R,86.5,528,2506,15.4691358,0.210694334,SL,Slider,36,-34.4,1.6,5,1.1,4.6,-3.5,-76,0.70523416,0.173553719
2022,Taillon, Jameson,592791,Yankees,NYY,R,86.2,527,2805,17.31481481,0.187878788,SL,Slider,32.6,-34.7,-2.1,-6,6.2,5,1.2,25,0.225895317,0.672176309
2022,Fried, Max,608331,Braves,ATL,L,87.3,524,2818,17.39506173,0.18594748,SL,Slider,34.9,-33.5,1.4,4,3.8,4.5,-0.7,-16,0.683195592,0.424242424
2022,Rasmussen, Drew,656876,Rays,TB,R,84.6,524,2239,13.82098765,0.23403305,SL,Slider,42.2,-36.7,5.5,15,12.1,6.2,6,97,0.96969697,0.947658402
2022,Rogers, Tyler,643511,Giants,SF,R,72.2,524,1166,7.197530864,0.449399657,SL,Slider,39.2,-39.2,0,0,13.9,13.9,0,0,0.482093664,0.526170799
2022,Plesac, Zach,668676,Guardians,CLE,R,85.4,523,2153,13.29012346,0.24291686,SL,Slider,29.9,-35.8,-5.8,-16,1.3,5.2,-3.8,-74,0.016528926,0.148760331
2022,McHugh, Collin,543521,Braves,ATL,R,80.2,523,1086,6.703703704,0.481583794,SL,Slider,42.6,-40.8,1.7,4,16.4,12,4.5,37,0.716253444,0.884297521
2022,Bundy, Dylan,605164,Twins,MIN,R,79.1,523,2180,13.45679012,0.239908257,SL,Slider,44.4,-43.6,0.9,2,5.3,11.2,-5.9,-53,0.614325069,0.044077135
2022,Gibson, Kyle,502043,Phillies,PHI,R,83.4,521,2739,16.90740741,0.190215407,SL,Slider,40.6,-38.2,2.4,6,4.5,6.8,-2.2,-33,0.774104683,0.261707989
2022,Kaprielian, James,621076,Athletics,OAK,R,85,515,2230,13.7654321,0.230941704,SL,Slider,34.3,-36.5,-2.2,-6,4.5,5.9,-1.4,-23,0.209366391,0.358126722
2022,Romano, Jordan,605447,Blue Jays,TOR,R,87.3,512,989,6.104938272,0.517694641,SL,Slider,36.9,-33.2,3.7,11,4.2,4.4,-0.2,-5,0.889807163,0.49862259
2022,Murfee, Penn,682171,Mariners,SEA,R,79.7,512,1003,6.191358025,0.510468594,SL,Slider,40.9,-39,1.8,5,16.9,13.2,3.7,28,0.724517906,0.840220386
2022,Coleman, Dylan,669395,Royals,KC,R,83.3,511,1205,7.438271605,0.42406639,SL,Slider,36.2,-38.2,-2,-5,13.9,8,5.9,74,0.247933884,0.94214876
2022,Gomber, Austin,596295,Rockies,COL,L,84.3,507,2059,12.70987654,0.246236037,SL,Slider,34.7,-36.7,-2,-6,5,5.4,-0.4,-7,0.247933884,0.454545455
2022,Scherzer, Max,453286,Mets,NYM,R,85,507,2167,13.37654321,0.233964006,SL,Slider,34.7,-36.4,-1.7,-5,3.2,6.4,-3.2,-50,0.283746556,0.192837466
2022,Festa, Matt,670036,Mariners,SEA,R,82.9,507,897,5.537037037,0.565217391,SL,Slider,37.1,-38.3,-1.2,-3,15.6,9.5,6.2,65,0.305785124,0.955922865
2022,Bellatti, Andrew,571479,Phillies,PHI,R,85.9,505,963,5.944444444,0.524402908,SL,Slider,33.3,-35.5,-2.2,-6,3.6,5.4,-1.8,-33,0.209366391,0.308539945
2022,Luzardo, Jesús,666200,Marlins,MIA,L,83.7,495,1644,10.14814815,0.301094891,SL,Slider,39.6,-38.2,1.3,4,1.1,6.8,-5.7,-83,0.672176309,0.046831956
2022,Doval, Camilo,666808,Giants,SF,R,87.7,489,1121,6.919753086,0.436217663,SL,Slider,34.8,-33.2,1.6,5,6.4,4.7,1.8,38,0.70523416,0.730027548
2022,Feltner, Ryan,663372,Rockies,COL,R,84.4,485,1675,10.33950617,0.289552239,SL,Slider,36.2,-37,-0.8,-2,5.8,7.4,-1.7,-22,0.360881543,0.325068871
2022,Hearn, Taylor,621368,Rangers,TEX,L,84.9,480,1787,11.0308642,0.268606603,SL,Slider,38.7,-36.4,2.3,6,3.2,5.7,-2.5,-45,0.757575758,0.228650138
2022,Smith, Will,519293,Astros,HOU,L,81.7,475,985,6.080246914,0.482233503,SL,Slider,38.5,-40.7,-2.2,-5,4.8,7.8,-3,-39,0.209366391,0.201101928
2022,Sewald, Paul,623149,Mariners,SEA,R,82.8,473,974,6.012345679,0.485626283,SL,Slider,31.4,-37.7,-6.2,-17,12,9.9,2.1,21,0.011019284,0.749311295
2022,Cessa, Luis,570666,Reds,CIN,R,82.8,470,1235,7.62345679,0.380566802,SL,Slider,44.2,-39.5,4.8,12,5.6,7.2,-1.6,-22,0.955922865,0.336088154
2022,White, Mitch,669952,Blue Jays,TOR,R,85.4,469,1715,10.58641975,0.273469388,SL,Slider,38.3,-35.8,2.5,7,9.2,5.4,3.7,69,0.787878788,0.840220386
2022,Lauer, Eric,641778,Brewers,MIL,L,86.8,466,2676,16.51851852,0.174140508,SL,Slider,32.1,-34.2,-2.1,-6,3.1,4.9,-1.8,-37,0.225895317,0.308539945
2022,Gallegos, Giovanny,606149,Cardinals,STL,R,85.5,466,988,6.098765432,0.471659919,SL,Slider,36.5,-35.3,1.2,3,0.3,4.4,-4.2,-94,0.661157025,0.123966942
2022,Garrett, Braxton,666129,Marlins,MIA,L,84.1,463,1436,8.864197531,0.322423398,SL,Slider,41.7,-37.4,4.3,11,9,6.3,2.7,43,0.928374656,0.790633609
2022,Stephenson, Robert,596112,Pirates,PIT,R,83.9,462,914,5.641975309,0.50547046,SL,Slider,41.3,-37.9,3.4,9,5.2,6.6,-1.4,-21,0.865013774,0.358126722
2022,Ashcraft, Graham,668933,Reds,CIN,R,85.8,456,1756,10.83950617,0.259681093,SL,Slider,40,-35.6,4.4,12,11,4.8,6.2,127,0.933884298,0.955922865
2022,Garrett, Amir,607237,Royals,KC,L,84.7,454,804,4.962962963,0.564676617,SL,Slider,32.8,-36.7,-3.9,-11,1.5,6.4,-4.9,-76,0.093663912,0.079889807
2022,Syndergaard, Noah,592789,Phillies,PHI,R,84.8,454,2026,12.50617284,0.224086871,SL,Slider,36.7,-36.4,0.3,1,5.8,6.1,-0.3,-4,0.539944904,0.473829201
2022,Ottavino, Adam,493603,Mets,NYM,R,81,451,1057,6.524691358,0.426679281,SL,Slider,40.1,-40.4,-0.3,-1,17.7,11.2,6.6,59,0.451790634,0.972451791
2022,Abreu, Bryan,650556,Astros,HOU,R,88.4,448,1019,6.290123457,0.439646712,SL,Slider,37.8,-32.3,5.6,17,8.2,4.1,4,98,0.972451791,0.856749311
2022,Stripling, Ross,548389,Blue Jays,TOR,R,87.1,446,2033,12.54938272,0.219380226,SL,Slider,29.6,-32.5,-2.8,-9,4.5,4.2,0.3,7,0.168044077,0.564738292
2022,Wells, Tyler,669330,Orioles,BAL,R,87.5,438,1649,10.17901235,0.265615525,SL,Slider,28,-32.2,-4.1,-13,4.9,4.5,0.4,9,0.079889807,0.581267218
2022,Cishek, Steve,518553,Nationals,WSH,R,76.5,436,1175,7.25308642,0.37106383,SL,Slider,52.2,-51.3,0.8,2,16.2,16.1,0.1,1,0.603305785,0.542699725
2022,Minor, Mike,501985,Reds,CIN,L,85.4,435,1750,10.80246914,0.248571429,SL,Slider,33.7,-36.1,-2.4,-7,3.5,5.2,-1.7,-33,0.198347107,0.325068871
2022,Gonsolin, Tony,664062,Dodgers,LAD,R,87.5,433,2015,12.4382716,0.214888337,SL,Slider,30.8,-33.2,-2.4,-7,3.2,4.1,-0.9,-22,0.198347107,0.41046832
2022,Crowe, Wil,640444,Pirates,PIT,R,87.6,432,1380,8.518518519,0.313043478,SL,Slider,35.3,-32.9,2.4,7,6,4.4,1.6,37,0.774104683,0.719008264
2022,Davis, Austin,656354,Twins,MIN,L,80.5,428,1118,6.901234568,0.382826476,SL,Slider,41.6,-41.8,-0.2,0,15,10.8,4.3,40,0.462809917,0.878787879
2022,Ryan, Joe,657746,Twins,MIN,R,82.2,426,2391,14.75925926,0.17816813,SL,Slider,37.5,-39.1,-1.5,-4,3.1,10.1,-7,-69,0.289256198,0.019283747
