name,last_name, first_name,pitcher_id,team_name,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitch_type,pitch_type_name,vertical_break,horizonal_break
 Austin Gomber,Gomber, Austin,596295,COL,L,82.0,362,2059,CH,Changeup,29.8,9.8
 Chris Flexen,Flexen, Chris,623167,SEA,R,81.1,355,2204,CH,Changeup,32.9,12.6
 Nick Nelson,Nelson, Nick,656793,PHI,R,87.9,353,1204,CH,Changeup,28.2,16.1
 Cal Quantrill,Quantrill, Cal,615698,CLE,R,85.3,346,2920,CH,Changeup,30.0,12.3
 Wandy Peralta,Peralta, Wandy,593974,NYY,L,88.5,345,816,CH,Changeup,29.9,17.3
 Reiver Sanmartin,Sanmartin, Reiver,665665,CIN,L,85.2,334,1031,CH,Changeup,38.7,16.9
 Bruce Zimmermann,Zimmermann, Bruce,669145,BAL,L,84.6,332,1130,CH,Changeup,28.3,16.7
 Alek Manoah,Manoah, Alek,666201,TOR,R,86.5,331,2949,CH,Changeup,27.2,14.5
 Joely Rodríguez,Rodríguez, Joely,570257,NYM,L,87.8,327,842,CH,Changeup,35.1,11.3
 Ryan Yarbrough,Yarbrough, Ryan,642232,TB,L,78.6,324,1355,CH,Changeup,39.8,16.9
 Jordan Lyles,Lyles, Jordan,543475,BAL,R,86.3,323,2988,CH,Changeup,29.1,13.7
 Corbin Burnes,Burnes, Corbin,669203,MIL,R,90.3,322,3274,CH,Changeup,26.4,14.4
 Aníbal Sánchez,Sánchez, Aníbal,434671,WSH,R,79.9,315,1232,CH,Changeup,35.3,13.4
 Joey Krehbiel,Krehbiel, Joey,607216,BAL,R,84.4,314,977,CH,Changeup,36.0,14.1
 Madison Bumgarner,Bumgarner, Madison,518516,AZ,L,85.5,307,2715,CH,Changeup,29.6,13.0
 Connor Brogdon,Brogdon, Connor,641401,PHI,R,83.8,307,710,CH,Changeup,32.1,17.1
 David Peterson,Peterson, David,656849,NYM,L,85.8,307,1889,CH,Changeup,31.2,16.2
 Dallas Keuchel,Keuchel, Dallas,572971,TEX,L,79.2,306,1165,CH,Changeup,38.7,14.3
 Jovani Moran,Moran, Jovani,663558,MIN,L,83.3,306,672,CH,Changeup,31.4,13.7
 Jason Adam,Adam, Jason,592094,TB,R,90.0,303,942,CH,Changeup,31.8,16.4
 Dean Kremer,Kremer, Dean,665152,BAL,R,83.8,300,1947,CH,Changeup,37.8,15.1
 Jharel Cotton,Cotton, Jharel,605194,SF,R,79.7,299,741,CH,Changeup,36.8,13.5
 Tyler Alexander,Alexander, Tyler,641302,DET,L,82.8,294,1591,CH,Changeup,31.5,13.7
 Kyle Gibson,Gibson, Kyle,502043,PHI,R,84.6,294,2739,CH,Changeup,34.6,14.8
 Jarlín García,García, Jarlín,606424,SF,L,85.2,293,1015,CH,Changeup,27.8,16.2
 Tyler Wells,Wells, Tyler,669330,BAL,R,86.7,292,1649,CH,Changeup,23.2,14.9
 Joe Ryan,Ryan, Joe,657746,MIN,R,84.6,290,2391,CH,Changeup,29.1,17.5
 Devin Smeltzer,Smeltzer, Devin,656970,MIN,L,82.2,290,1129,CH,Changeup,37.5,13.6
 Jakob Junis,Junis, Jakob,596001,SF,R,84.7,288,1802,CH,Changeup,33.3,9.8
 Ron Marinaccio,Marinaccio, Ron,676760,NYY,R,83.9,287,757,CH,Changeup,37.4,17.1
 Beau Brieske,Brieske, Beau,689225,DET,R,82.0,285,1287,CH,Changeup,28.0,15.4
 Tarik Skubal,Skubal, Tarik,669373,DET,L,83.6,285,1914,CH,Changeup,32.6,13.4
 Tyler Beede,Beede, Tyler,595881,PIT,R,84.8,283,1072,CH,Changeup,34.3,15.6
 Daniel Norris,Norris, Daniel,596057,DET,L,86.7,282,1012,CH,Changeup,37.3,13.1
 Adrián Martínez,Martínez, Adrián,661309,OAK,R,84.0,280,1015,CH,Changeup,42.3,14.2
 Eli Morgan,Morgan, Eli,669212,CLE,R,75.9,278,1017,CH,Changeup,44.0,15.6
 Gerrit Cole,Cole, Gerrit,543037,NYY,R,89.7,276,3274,CH,Changeup,24.7,14.0
 Caleb Smith,Smith, Caleb,592761,AZ,L,83.6,274,1234,CH,Changeup,24.2,13.7
 Framber Valdez,Valdez, Framber,664285,HOU,L,88.7,273,3018,CH,Changeup,33.0,15.3
 Max Scherzer,Scherzer, Max,453286,NYM,R,84.1,272,2167,CH,Changeup,34.9,14.9
 Bryse Wilson,Wilson, Bryse,669060,PIT,R,85.1,270,1825,CH,Changeup,33.5,12.9
 Brent Suter,Suter, Brent,608718,MIL,L,77.2,267,1070,CH,Changeup,34.8,10.0
 José Ureña,Ureña, José,570632,COL,R,90.2,264,1622,CH,Changeup,24.7,11.7
 Chris Archer,Archer, Chris,502042,MIN,R,87.0,263,1787,CH,Changeup,26.9,13.0
 Noé Ramirez,Ramirez, Noé,598287,AZ,R,84.1,259,837,CH,Changeup,43.4,14.3
 Corey Kluber,Kluber, Corey,446372,TB,R,82.9,253,2454,CH,Changeup,33.7,13.6
 José Ruiz,Ruiz, José,614179,CWS,R,89.9,253,1115,CH,Changeup,25.8,15.4
