name,last_name, first_name,pitcher_id,team_name,pitch_hand,avg_speed,pitches_thrown,total_pitches,pitch_type,pitch_type_name,vertical_break,horizonal_break
 Will Vest,Vest, Will,676684,DET,R,86.4,360,1083,SL,Slider,38.6,9.0
 Alexis Díaz,Díaz, Alexis,664747,CIN,R,86.9,359,1077,SL,Slider,35.1,5.8
 José Suarez,Suarez, José,660761,LAA,L,81.7,358,1783,SL,Slider,36.4,9.1
 José Urquidy,Urquidy, José,664353,HOU,R,80.1,357,2640,SL,Slider,41.9,14.5
 Caleb Smith,Smith, Caleb,592761,AZ,L,85.4,356,1234,SL,Slider,29.2,3.1
 Frankie Montas,Montas, Frankie,593423,NYY,R,87.2,355,2327,SL,Slider,32.9,6.2
 Keegan Akin,Akin, Keegan,669211,BAL,L,85.3,355,1235,SL,Slider,36.3,5.1
 Cionel Pérez,Pérez, Cionel,672335,BAL,L,83.9,355,901,SL,Slider,44.7,12.2
 Matt Brash,Brash, Matt,666374,SEA,R,86.8,352,935,SL,Slider,36.6,15.2
 Clarke Schmidt,Schmidt, Clarke,657376,NYY,R,86.4,352,930,SL,Slider,32.9,8.3
 Emmanuel Clase,Clase, Emmanuel,661403,CLE,R,91.9,351,921,SL,Slider,32.4,7.1
 Trevor Rogers,Rogers, Trevor,669432,MIA,L,80.7,345,1940,SL,Slider,36.3,7.6
 Joel Payamps,Payamps, Joel,606303,OAK,R,82.2,344,952,SL,Slider,44.4,10.3
 Chase De Jong,De Jong, Chase,608328,PIT,R,83.6,343,1174,SL,Slider,40.6,4.4
 Luis Severino,Severino, Luis,622663,NYY,R,85.2,342,1639,SL,Slider,40.8,10.3
 Josh Winckowski,Winckowski, Josh,670174,BOS,R,84.8,342,1194,SL,Slider,41.0,5.6
 Michael Lorenzen,Lorenzen, Michael,547179,LAA,R,83.4,341,1654,SL,Slider,39.6,10.2
 Domingo Acevedo,Acevedo, Domingo,642758,OAK,R,86.5,341,1005,SL,Slider,29.6,7.2
 Andre Pallante,Pallante, Andre,669467,STL,R,87.0,341,1753,SL,Slider,37.3,5.4
 Justin Lawrence,Lawrence, Justin,664875,COL,R,82.3,341,763,SL,Slider,36.1,14.5
 Jimmy Herget,Herget, Jimmy,623474,LAA,R,83.2,339,996,SL,Slider,35.2,3.3
 Alex Faedo,Faedo, Alex,656412,DET,R,85.0,338,967,SL,Slider,35.0,2.8
 Davis Martin,Martin, Davis,663436,CWS,R,84.3,337,1044,SL,Slider,38.2,7.1
 Jason Adam,Adam, Jason,592094,TB,R,81.3,335,942,SL,Slider,43.3,13.1
 Joe Barlow,Barlow, Joe,669618,TEX,R,87.3,334,554,SL,Slider,28.4,3.8
 Sean Manaea,Manaea, Sean,640455,SD,L,81.5,332,2482,SL,Slider,39.0,3.9
 Jordan Hicks,Hicks, Jordan,663855,STL,R,84.7,332,1051,SL,Slider,38.7,11.8
 Nick Sandlin,Sandlin, Nick,680704,CLE,R,78.9,331,740,SL,Slider,37.8,12.7
 Austin Pruitt,Pruitt, Austin,643493,OAK,R,87.5,329,809,SL,Slider,32.9,5.3
 Scott Effross,Effross, Scott,664123,NYY,R,79.8,328,815,SL,Slider,40.3,12.5
 Dany Jiménez,Jiménez, Dany,666204,OAK,R,81.9,328,539,SL,Slider,41.2,2.0
 Yunior Marte,Marte, Yunior,628708,SF,R,86.0,325,856,SL,Slider,35.9,4.3
 Brooks Raley,Raley, Brooks,548384,TB,L,81.4,323,846,SL,Slider,40.5,18.5
 Víctor Arano,Arano, Víctor,644364,WSH,R,84.8,318,678,SL,Slider,36.6,0.8
 Reynaldo López,López, Reynaldo,625643,CWS,R,87.4,318,985,SL,Slider,30.8,6.4
 Phil Bickford,Bickford, Phil,641360,LAD,R,83.3,316,990,SL,Slider,37.6,6.5
 Dinelson Lamet,Lamet, Dinelson,659275,COL,R,86.3,315,583,SL,Slider,32.7,0.3
 Bryan Baker,Baker, Bryan,641329,BAL,R,87.3,312,1181,SL,Slider,33.1,7.4
 Taylor Clarke,Clarke, Taylor,664199,KC,R,88.4,311,859,SL,Slider,31.4,3.6
 Luis García,García, Luis,472610,SD,R,82.7,310,966,SL,Slider,38.3,12.1
 Mike Mayers,Mayers, Mike,594577,LAA,R,84.4,310,890,SL,Slider,38.6,4.1
 Ryan Helsley,Helsley, Ryan,664854,STL,R,89.1,309,962,SL,Slider,32.2,4.5
 Alex Vesia,Vesia, Alex,681911,LAD,L,85.0,308,951,SL,Slider,34.5,7.3
 Mychal Givens,Givens, Mychal,571710,NYM,R,84.7,304,1026,SL,Slider,35.5,6.1
 Louis Head,Head, Louis,545343,BAL,R,82.5,303,546,SL,Slider,43.2,13.0
 Corbin Burnes,Burnes, Corbin,669203,MIL,R,88.2,300,3274,SL,Slider,35.1,7.4
 Dominic Leone,Leone, Dominic,608678,SF,R,85.1,295,826,SL,Slider,40.5,5.1
 Spenser Watkins,Watkins, Spenser,657093,BAL,R,78.4,292,1642,SL,Slider,47.1,13.9
 Kirby Snead,Snead, Kirby,669912,OAK,L,82.0,292,780,SL,Slider,41.2,9.2
 Nick Nelson,Nelson, Nick,656793,PHI,R,89.9,291,1204,SL,Slider,30.0,2.2
 Bryse Wilson,Wilson, Bryse,669060,PIT,R,83.4,290,1825,SL,Slider,36.2,5.2
 Joe Jiménez,Jiménez, Joe,641729,DET,R,84.8,289,937,SL,Slider,36.5,2.7
 Vince Velasquez,Velasquez, Vince,592826,CWS,R,84.7,289,1286,SL,Slider,33.8,6.5
 Kendall Graveman,Graveman, Kendall,608665,CWS,R,88.7,288,1035,SL,Slider,32.2,5.2
 Collin Snider,Snider, Collin,676092,KC,R,86.3,288,583,SL,Slider,38.3,6.5
 Daniel Norris,Norris, Daniel,596057,DET,L,79.9,287,1012,SL,Slider,42.6,13.4
 Andrew Chafin,Chafin, Andrew,605177,DET,L,82.9,287,899,SL,Slider,40.7,0.2
 Jarlín García,García, Jarlín,606424,SF,L,82.7,287,1015,SL,Slider,39.1,5.9
 Brandon Woodruff,Woodruff, Brandon,605540,MIL,R,88.0,286,2538,SL,Slider,32.0,3.8
 JP Sears,Sears, JP,676664,OAK,L,79.2,284,1079,SL,Slider,47.2,7.0
 Zack Littell,Littell, Zack,641793,SF,R,87.9,281,758,SL,Slider,29.1,2.5
 Drew Smith,Smith, Drew,622098,NYM,R,85.4,277,780,SL,Slider,38.0,7.8
 José Leclerc,Leclerc, José,600917,TEX,R,83.3,276,782,SL,Slider,37.8,9.4
 Liam Hendriks,Hendriks, Liam,521230,CWS,R,89.0,274,948,SL,Slider,30.7,2.5
 Reiver Sanmartin,Sanmartin, Reiver,665665,CIN,L,82.0,273,1031,SL,Slider,39.0,5.8
 Jimmy Lambert,Lambert, Jimmy,669424,CWS,R,84.4,269,818,SL,Slider,39.9,5.6
 Jason Alexander,Alexander, Jason,669920,MIL,R,81.2,269,1160,SL,Slider,39.6,11.2
 Joel Kuhnel,Kuhnel, Joel,669270,CIN,R,86.8,269,934,SL,Slider,35.4,4.4
 Ryan Thompson,Thompson, Ryan,657044,TB,R,79.5,267,679,SL,Slider,34.4,13.7
 Dillon Tate,Tate, Dillon,622253,BAL,R,80.4,267,1077,SL,Slider,38.0,10.0
 Garrett Richards,Richards, Garrett,572070,TEX,R,88.6,267,708,SL,Slider,35.9,2.3
 Tanner Banks,Banks, Tanner,621383,CWS,L,86.7,267,897,SL,Slider,31.3,4.6
 Beau Brieske,Brieske, Beau,689225,DET,R,86.2,267,1287,SL,Slider,29.9,0.1
 Josh Hader,Hader, Josh,623352,SD,L,84.0,267,943,SL,Slider,38.3,4.1
 Brock Burke,Burke, Brock,656271,TEX,L,87.2,265,1330,SL,Slider,30.7,0.9
 Ryan Pressly,Pressly, Ryan,519151,HOU,R,89.7,262,711,SL,Slider,31.0,5.1
 Buck Farmer,Farmer, Buck,571656,CIN,R,83.3,262,855,SL,Slider,37.4,7.5
 Michael Rucker,Rucker, Michael,621074,CHC,R,86.4,257,914,SL,Slider,37.2,3.8
 Trent Thornton,Thornton, Trent,663423,TOR,R,82.2,257,664,SL,Slider,40.8,14.7
 Raisel Iglesias,Iglesias, Raisel,628452,ATL,R,84.1,255,979,SL,Slider,32.7,8.4
 Trevor Stephan,Stephan, Trevor,663986,CLE,R,85.9,254,1032,SL,Slider,34.5,9.5
 Jose Cuas,Cuas, Jose,621016,KC,R,82.1,253,687,SL,Slider,41.3,4.0
 Caleb Thielbar,Thielbar, Caleb,573204,MIN,L,81.3,247,996,SL,Slider,39.8,14.3
 Adrian Houser,Houser, Adrian,605288,MIL,R,85.0,247,1848,SL,Slider,36.5,6.1
 Freddy Peralta,Peralta, Freddy,642547,MIL,R,80.3,246,1353,SL,Slider,39.0,8.0
 Adrian Sampson,Sampson, Adrian,592716,CHC,R,83.0,245,1694,SL,Slider,41.6,10.3
 Brad Boxberger,Boxberger, Brad,502202,MIL,R,87.3,245,1090,SL,Slider,29.2,7.0
 Tyler Mahle,Mahle, Tyler,641816,MIN,R,83.9,240,2101,SL,Slider,36.8,5.0
 Gregory Soto,Soto, Gregory,642397,DET,L,89.3,238,1102,SL,Slider,28.1,1.4
 Andrew Wantz,Wantz, Andrew,681806,LAA,R,81.3,237,831,SL,Slider,40.7,13.6
 Reyes Moronta,Moronta, Reyes,606625,AZ,R,82.1,237,641,SL,Slider,39.1,12.8
 Matt Foster,Foster, Matt,641582,CWS,R,85.8,236,768,SL,Slider,32.1,5.5
 Enyel De Los Santos,De Los Santos, Enyel,660853,CLE,R,83.1,236,845,SL,Slider,39.1,2.7
 David Robertson,Robertson, David,502085,PHI,R,83.9,234,1060,SL,Slider,38.3,8.6
 Bryce Elder,Elder, Bryce,693821,ATL,R,82.4,234,873,SL,Slider,44.8,0.5
 Lou Trivino,Trivino, Lou,642152,NYY,R,81.9,227,955,SL,Slider,40.2,16.8
 Cory Abbott,Abbott, Cory,676265,WSH,R,86.6,227,845,SL,Slider,30.6,10.2
 Miguel Castro,Castro, Miguel,612434,NYY,R,85.8,227,522,SL,Slider,35.2,10.4
 Matt Manning,Manning, Matt,666159,DET,R,83.7,226,990,SL,Slider,29.0,8.2
 Jason Foley,Foley, Jason,671345,DET,R,85.5,226,961,SL,Slider,35.9,6.6
 Adrián Martínez,Martínez, Adrián,661309,OAK,R,82.0,224,1015,SL,Slider,40.1,2.9
 Jonathan Heasley,Heasley, Jonathan,669169,KC,R,85.6,223,1796,SL,Slider,34.0,3.3
 Jhoulys Chacín,Chacín, Jhoulys,468504,COL,R,87.0,220,786,SL,Slider,31.2,4.1
 Brayan Bello,Bello, Brayan,678394,BOS,R,85.0,219,997,SL,Slider,39.7,4.2
 Luis Garcia,Garcia, Luis,677651,HOU,R,79.6,216,2468,SL,Slider,45.2,15.2
 Chris Bassitt,Bassitt, Chris,605135,NYM,R,82.8,215,2886,SL,Slider,38.6,6.8
 Nathan Eovaldi,Eovaldi, Nathan,543135,BOS,R,85.9,212,1739,SL,Slider,33.8,6.6
 Rich Hill,Hill, Rich,448179,BOS,L,69.2,211,1990,SL,Slider,56.5,22.7
 Chris Stratton,Stratton, Chris,608717,STL,R,86.7,211,1100,SL,Slider,35.1,6.6
 Garrett Whitlock,Whitlock, Garrett,676477,BOS,R,83.2,210,1166,SL,Slider,40.9,1.6
 Bruce Zimmermann,Zimmermann, Bruce,669145,BAL,L,85.1,210,1130,SL,Slider,34.9,1.1
 Sonny Gray,Gray, Sonny,543243,MIN,R,81.6,208,1872,SL,Slider,47.5,17.5
 Albert Abreu,Abreu, Albert,656061,NYY,R,88.6,207,707,SL,Slider,29.3,2.5
 Wily Peralta,Peralta, Wily,503449,DET,R,83.6,206,694,SL,Slider,38.6,1.8
 Lucas Gilbreath,Gilbreath, Lucas,656458,COL,L,82.7,204,796,SL,Slider,42.7,3.8
 Seranthony Domínguez,Domínguez, Seranthony,622554,PHI,R,89.5,203,823,SL,Slider,30.7,5.1
 Peter Strzelecki,Strzelecki, Peter,657265,MIL,R,82.9,201,605,SL,Slider,37.1,15.6
 Jeff Hoffman,Hoffman, Jeff,656546,CIN,R,81.2,201,848,SL,Slider,46.3,10.9
 Bailey Ober,Ober, Bailey,641927,MIN,R,82.9,200,854,SL,Slider,40.1,5.4
 Yohan Ramirez,Ramirez, Yohan,670990,PIT,R,82.7,200,620,SL,Slider,34.9,15.3
 Andres Machado,Machado, Andres,600921,WSH,R,87.1,199,997,SL,Slider,32.6,5.1
 MacKenzie Gore,Gore, MacKenzie,669022,SD,L,87.4,198,1258,SL,Slider,30.6,2.1
 Jake Woodford,Woodford, Jake,663765,STL,R,82.1,197,697,SL,Slider,43.7,12.7
 Phil Maton,Maton, Phil,664208,HOU,R,80.9,197,1089,SL,Slider,37.7,17.8
 Humberto Castellanos,Castellanos, Humberto,528748,AZ,R,86.2,195,748,SL,Slider,29.2,1.6
